ID,parentID,nameID,scrutinizer,scrutinizerDate,referenceID,extinct,temporalRangeEnd,lifezone,kingdom,phylum,class,order,superfamily,family,subfamily,tribe,genus,species,remarks
28713,15,28713,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Prymnotomis,Prymnotomis crypsicroca,
16,8,16,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Pterotopteryx,,
28715,16,28715,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Pterotopteryx,Pterotopteryx dodecadactyla,
28714,16,28714,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Pterotopteryx,Pterotopteryx colchica,
28697,16,28697,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Pterotopteryx,Pterotopteryx eumorphodactyla,
453180,16,453180,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Pterotopteryx,Pterotopteryx lida,
28619,16,28619,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Pterotopteryx,Pterotopteryx lonicericola,
453145,16,453145,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Pterotopteryx,Pterotopteryx nigrifasciata,
28679,16,28679,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Pterotopteryx,Pterotopteryx spilodesma,
28683,16,28683,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Pterotopteryx,Pterotopteryx synnephodactyla,
28718,16,28718,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Pterotopteryx,Pterotopteryx tshatkalica,
453146,16,453146,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Pterotopteryx,Pterotopteryx vietana,
128,8,128,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Tanycnema,,
30000,128,30000,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Tanycnema,Tanycnema anomala,
129,8,129,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Tephroniopsis,,
30001,129,30001,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Tephroniopsis,Tephroniopsis geometridalis,
30002,130,30002,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Tineodes,Tineodes adactylalis,
17,8,17,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Triscaedecia,,
28719,17,28719,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Triscaedecia,Triscaedecia dactyloptera,
28720,17,28720,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Triscaedecia,Triscaedecia septemdactyla,
453105,17,453105,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Triscaedecia,Triscaedecia sarawaki,
453104,17,453104,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Triscaedecia,Triscaedecia sulawesi,
453107,17,453107,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Triscaedecia,Triscaedecia suva,
453106,17,453106,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Triscaedecia,Triscaedecia svetlanae,
